version_string                             1.0.23
aead_aegis256_dec                          0
aead_ccp_ietf_det[0]                       
  mac                                      12bf4409f6c8896601eb8558270aaba3
aead_aegis128l_det[0]                      
  mac                                      ccdc9d2d2faa4e0fee06519d67ac742376f226dde419c3c8d4299f07fc49f71a
aead_aegis256_det[0]                       
  mac                                      ec930992fc690402cd9a1535d67766574db7891ef209b6485fb0595d7ef6374f
aead_ccp[61]                               913587c60a4d3061d0e557f07bd5b9ed8fddc0b2c70b8d9dd540f25773b3771d5a3c9339ae4b9c53098bbaf9ca9f8ea8f5612a12e46c02257cfcfb55f0e893d0338bbc32bf3c745180f834ec10
aead_ccp_dec                               0
aead_ccp_ietf[61]                          3c7b62a29d0476366011b8cb029fa9e3bb0be262c598581cdf15d710bfbe8903a81b0b1971a0d5bbd17478c3aeff9d2be9500286b523141e6bbafd56d4d91b5c79d50afea8f4496ec44b485af9
aead_ccp_ietf_dec                          0
aead_xccp[61]                              388423eddeb5b7cf0c48d34665655f83ec6647613d8cde976172e04ff35a6c4e126d5432a0b82207cd08005a68ff1187c77594529f757e43334f32d14336efbeb940f3cb8f2e327be8779ee658
aead_xccp_dec                              0
aead_aegis128l[61]                         86fb654dc77abcb5cea705cb115c52308370157c3497334785833d7c3f9b8a5f7ddf5b1fdf9b19a445cd545ede2fe0d2a43c73b1b275f4256d62af459f1659aadc95f48b0bf2cc1debe7dfe35ba2ae7acc469b97244877f1c60aa1fec7
aead_aegis128l_dec                         0
aead_aegis256[61]                          abddc723b17e4342647d1f668f779d33b19037dee5a1b2db969cda0c640c7cc55fde2806df48a7b6067badd0631d9ae3e605abfa2ddafa61e33bf31742390bcb197959ba97244cb8c831e155c26884100abdb60177ff329a536eb82af5
aead_aegis256_dec                          0
aead_ccp_ietf_det[61]                      3c7b62a29d0476366011b8cb029fa9e3bb0be262c598581cdf15d710bfbe8903a81b0b1971a0d5bbd17478c3aeff9d2be9500286b523141e6bbafd56d4
  mac                                      d91b5c79d50afea8f4496ec44b485af9
aead_aegis128l_det[61]                     86fb654dc77abcb5cea705cb115c52308370157c3497334785833d7c3f9b8a5f7ddf5b1fdf9b19a445cd545ede2fe0d2a43c73b1b275f4256d62af459f
  mac                                      1659aadc95f48b0bf2cc1debe7dfe35ba2ae7acc469b97244877f1c60aa1fec7
aead_aegis256_det[61]                      abddc723b17e4342647d1f668f779d33b19037dee5a1b2db969cda0c640c7cc55fde2806df48a7b6067badd0631d9ae3e605abfa2ddafa61e33bf31742
  mac                                      390bcb197959ba97244cb8c831e155c26884100abdb60177ff329a536eb82af5
aead_ccp[122]                              913587c60a4d3061d0e557f07bd5b9ed8fddc0b2c70b8d9dd540f25773b3771d5a3c9339ae4b9c53098bbaf9ca9f8ea8f5612a12e46c02257cfcfb55f0505a9ae1fe10b777a5881e7be7d02b0aae41af8a85cdb316fabed85ca95a760632112f34fe42fec836863dba90e54edb89a8f04b8f5dd0d4d48ed6c5ff89c1c14992be5a0aa6812fbae6d37ab0
aead_ccp_dec                               0
aead_ccp_ietf[122]                         3c7b62a29d0476366011b8cb029fa9e3bb0be262c598581cdf15d710bfbe8903a81b0b1971a0d5bbd17478c3aeff9d2be9500286b523141e6bbafd56d4485bbf2aad939b2115435df397b9a56cc0f21e86340dbcd249a9551ff315e63a22d01c75b4f4f59189f91fb8e9ebb7e223e697c3b770a3de00dec9d30bec9b545772dab9ada98ea42cf1397a69
aead_ccp_ietf_dec                          0
aead_xccp[122]                             388423eddeb5b7cf0c48d34665655f83ec6647613d8cde976172e04ff35a6c4e126d5432a0b82207cd08005a68ff1187c77594529f757e43334f32d1431cf6e0b9f152f39eeac056460a488f7f064b2e6ca7838fc58fee8683f3e1b3d0b445faaea939757d4469e6005b9883f7b2708350bc8a1e0874951205458ed109ed29dc1caa62ed78f8325ad17b
aead_xccp_dec                              0
aead_aegis128l[122]                        86fb654dc77abcb5cea705cb115c52308370157c3497334785833d7c3f9b8a5f7ddf5b1fdf9b19a445cd545ede2fe0d2a43c73b1b275f4256d62af459f97631f2ab6c65db9774808796c6b35121faba6d08c7f147d565eeb596d4cefb5356d1044158ec033719063644b5230955af6f2affa58b4243d50f2c9bd982d6e96a631e9d1ca1074a83c95fe0a27db9985921cec8cfaf90658ea604e87
aead_aegis128l_dec                         0
aead_aegis256[122]                         abddc723b17e4342647d1f668f779d33b19037dee5a1b2db969cda0c640c7cc55fde2806df48a7b6067badd0631d9ae3e605abfa2ddafa61e33bf3174281662f7592bd84bdc37d7acd8c45bd2639dc0305962b9cb26ed37623e40b15f87d75a01f0b2a5948698cae68d7e64ee8914fec908e91b0ce14cbbe54463fbb43bd8906af8446c8eb461b303a52156859ed342115c36dcd9216deae4329
aead_aegis256_dec                          0
aead_ccp_ietf_det[122]                     3c7b62a29d0476366011b8cb029fa9e3bb0be262c598581cdf15d710bfbe8903a81b0b1971a0d5bbd17478c3aeff9d2be9500286b523141e6bbafd56d4485bbf2aad939b2115435df397b9a56cc0f21e86340dbcd249a9551ff315e63a22d01c75b4f4f59189f91fb8e9ebb7e223e697c3b770a3de00dec9d30b
  mac                                      ec9b545772dab9ada98ea42cf1397a69
aead_aegis128l_det[122]                    86fb654dc77abcb5cea705cb115c52308370157c3497334785833d7c3f9b8a5f7ddf5b1fdf9b19a445cd545ede2fe0d2a43c73b1b275f4256d62af459f97631f2ab6c65db9774808796c6b35121faba6d08c7f147d565eeb596d4cefb5356d1044158ec033719063644b5230955af6f2affa58b4243d50f2c9bd
  mac                                      982d6e96a631e9d1ca1074a83c95fe0a27db9985921cec8cfaf90658ea604e87
aead_aegis256_det[122]                     abddc723b17e4342647d1f668f779d33b19037dee5a1b2db969cda0c640c7cc55fde2806df48a7b6067badd0631d9ae3e605abfa2ddafa61e33bf3174281662f7592bd84bdc37d7acd8c45bd2639dc0305962b9cb26ed37623e40b15f87d75a01f0b2a5948698cae68d7e64ee8914fec908e91b0ce14cbbe5446
  mac                                      3fbb43bd8906af8446c8eb461b303a52156859ed342115c36dcd9216deae4329
aead_ccp[183]                              913587c60a4d3061d0e557f07bd5b9ed8fddc0b2c70b8d9dd540f25773b3771d5a3c9339ae4b9c53098bbaf9ca9f8ea8f5612a12e46c02257cfcfb55f0505a9ae1fe10b777a5881e7be7d02b0aae41af8a85cdb316fabed85ca95a760632112f34fe42fec836863dba90e54edb89a8f04b8f5dd0d4d48ed6c5ff123c40ade69d7313e6a051605a96f82e00236218a9148bf2e172699595feed87c9929d256b1ed847f54b085cea5b3a828b2b875523b56eedb2f1746287af0ed7832132da47ad5261c2b76e7241
aead_ccp_dec                               0
aead_ccp_ietf[183]                         3c7b62a29d0476366011b8cb029fa9e3bb0be262c598581cdf15d710bfbe8903a81b0b1971a0d5bbd17478c3aeff9d2be9500286b523141e6bbafd56d4485bbf2aad939b2115435df397b9a56cc0f21e86340dbcd249a9551ff315e63a22d01c75b4f4f59189f91fb8e9ebb7e223e697c3b770a3de00dec9d30bcc7cb41b94ac73d43e0f54289eabcca1642bb6a55eadcdb0d692f1b17bc92ca799e9b186640f28743bc17d444ac70cde544b155968cca40072c10d6de4ff33554c6b8ce22c4af24dd196543801
aead_ccp_ietf_dec                          0
aead_xccp[183]                             388423eddeb5b7cf0c48d34665655f83ec6647613d8cde976172e04ff35a6c4e126d5432a0b82207cd08005a68ff1187c77594529f757e43334f32d1431cf6e0b9f152f39eeac056460a488f7f064b2e6ca7838fc58fee8683f3e1b3d0b445faaea939757d4469e6005b9883f7b2708350bc8a1e087495120545ea4900a1a321c3ed14eb6aa5aec2f571ee804ef5052baac3e758bc7dc629582002ae7d9e4797882611d0caf62158cfb43a81bf2f8dcee22dbd3321692f2bef1703d9b9565eef14423318501f59
aead_xccp_dec                              0
aead_aegis128l[183]                        86fb654dc77abcb5cea705cb115c52308370157c3497334785833d7c3f9b8a5f7ddf5b1fdf9b19a445cd545ede2fe0d2a43c73b1b275f4256d62af459f97631f2ab6c65db9774808796c6b35121faba6d08c7f147d565eeb596d4cefb5356d1044158ec033719063644b5230955af6f2affa58b4243d50f2c9bd27e3104e68cfba42a51336236a2ecaad66f277c882ea1d725813d583ca520205a676af815209d994c9af10a23f031f2f6ec6152df212468d57e2fbafdff9e9d8144c969d6e41240d9d2d8013137c7032b6d7f9a8a43e64dd1bb2b0465e
aead_aegis128l_dec                         0
aead_aegis256[183]                         abddc723b17e4342647d1f668f779d33b19037dee5a1b2db969cda0c640c7cc55fde2806df48a7b6067badd0631d9ae3e605abfa2ddafa61e33bf3174281662f7592bd84bdc37d7acd8c45bd2639dc0305962b9cb26ed37623e40b15f87d75a01f0b2a5948698cae68d7e64ee8914fec908e91b0ce14cbbe54460d3997e81d37a09ea30c5e5407d948401179909dc6efb12b6003ed4f6b1c89b2baded7ebe00cfadcf6d8cc05591c0c168d72c650ea454e595ea6b138e09e27e6bd93cb6f76bec6f942f71e8f92ea0895b6e1c72897d60e44a9ad9bc6df
aead_aegis256_dec                          0
aead_ccp_ietf_det[183]                     3c7b62a29d0476366011b8cb029fa9e3bb0be262c598581cdf15d710bfbe8903a81b0b1971a0d5bbd17478c3aeff9d2be9500286b523141e6bbafd56d4485bbf2aad939b2115435df397b9a56cc0f21e86340dbcd249a9551ff315e63a22d01c75b4f4f59189f91fb8e9ebb7e223e697c3b770a3de00dec9d30bcc7cb41b94ac73d43e0f54289eabcca1642bb6a55eadcdb0d692f1b17bc92ca799e9b186640f28743bc17d444ac70cde544b155968cca40072c10d6de4
  mac                                      ff33554c6b8ce22c4af24dd196543801
aead_aegis128l_det[183]                    86fb654dc77abcb5cea705cb115c52308370157c3497334785833d7c3f9b8a5f7ddf5b1fdf9b19a445cd545ede2fe0d2a43c73b1b275f4256d62af459f97631f2ab6c65db9774808796c6b35121faba6d08c7f147d565eeb596d4cefb5356d1044158ec033719063644b5230955af6f2affa58b4243d50f2c9bd27e3104e68cfba42a51336236a2ecaad66f277c882ea1d725813d583ca520205a676af815209d994c9af10a23f031f2f6ec6152df212468d57e2fbafdf
  mac                                      f9e9d8144c969d6e41240d9d2d8013137c7032b6d7f9a8a43e64dd1bb2b0465e
aead_aegis256_det[183]                     abddc723b17e4342647d1f668f779d33b19037dee5a1b2db969cda0c640c7cc55fde2806df48a7b6067badd0631d9ae3e605abfa2ddafa61e33bf3174281662f7592bd84bdc37d7acd8c45bd2639dc0305962b9cb26ed37623e40b15f87d75a01f0b2a5948698cae68d7e64ee8914fec908e91b0ce14cbbe54460d3997e81d37a09ea30c5e5407d948401179909dc6efb12b6003ed4f6b1c89b2baded7ebe00cfadcf6d8cc05591c0c168d72c650ea454e595ea6b138e0
  mac                                      9e27e6bd93cb6f76bec6f942f71e8f92ea0895b6e1c72897d60e44a9ad9bc6df
aead_ccp[244]                              913587c60a4d3061d0e557f07bd5b9ed8fddc0b2c70b8d9dd540f25773b3771d5a3c9339ae4b9c53098bbaf9ca9f8ea8f5612a12e46c02257cfcfb55f0505a9ae1fe10b777a5881e7be7d02b0aae41af8a85cdb316fabed85ca95a760632112f34fe42fec836863dba90e54edb89a8f04b8f5dd0d4d48ed6c5ff123c40ade69d7313e6a051605a96f82e00236218a9148bf2e172699595feed87c9929d256b1ed847f54b085cea5b3a828b2b875523b56eedb2f174628791c6bdd87afbb1f779b85cda68168ed081c5df89e677b867b93db2a52d4cda3baed4b6b453f9b558b3e1301100f320af30f8d1bf4431454230e7b5bf355cbdea41027bc7d135fb55f9da969f81
aead_ccp_dec                               0
aead_ccp_ietf[244]                         3c7b62a29d0476366011b8cb029fa9e3bb0be262c598581cdf15d710bfbe8903a81b0b1971a0d5bbd17478c3aeff9d2be9500286b523141e6bbafd56d4485bbf2aad939b2115435df397b9a56cc0f21e86340dbcd249a9551ff315e63a22d01c75b4f4f59189f91fb8e9ebb7e223e697c3b770a3de00dec9d30bcc7cb41b94ac73d43e0f54289eabcca1642bb6a55eadcdb0d692f1b17bc92ca799e9b186640f28743bc17d444ac70cde544b155968cca40072c10d6de4aa763d85ce296d193428e4f70ebfe3dcf64022cc8a7b57f9fec587546652c25bfa8a6a6a6b2c85c22bfc0ad092bf07c7b18131fbfab3f46f71334b6c131b2b78ff27b57e45b7cff3b94012118c
aead_ccp_ietf_dec                          0
aead_xccp[244]                             388423eddeb5b7cf0c48d34665655f83ec6647613d8cde976172e04ff35a6c4e126d5432a0b82207cd08005a68ff1187c77594529f757e43334f32d1431cf6e0b9f152f39eeac056460a488f7f064b2e6ca7838fc58fee8683f3e1b3d0b445faaea939757d4469e6005b9883f7b2708350bc8a1e087495120545ea4900a1a321c3ed14eb6aa5aec2f571ee804ef5052baac3e758bc7dc629582002ae7d9e4797882611d0caf62158cfb43a81bf2f8dcee22dbd3321692ff5eb816b61565990cd282d8a25873a31f09bfdc9b364e6d307f9cd65677744e8530f5b5813fb14b7ebb9fcc23a855eae9a2b8f7bcb1735deac7a77a006dbddb26e07c3f53725086b04c304e281
aead_xccp_dec                              0
aead_aegis128l[244]                        86fb654dc77abcb5cea705cb115c52308370157c3497334785833d7c3f9b8a5f7ddf5b1fdf9b19a445cd545ede2fe0d2a43c73b1b275f4256d62af459f97631f2ab6c65db9774808796c6b35121faba6d08c7f147d565eeb596d4cefb5356d1044158ec033719063644b5230955af6f2affa58b4243d50f2c9bd27e3104e68cfba42a51336236a2ecaad66f277c882ea1d725813d583ca520205a676af815209d994c9af10a23f031f2f6ec6152df212468d57e2fbafdf8e0c7d85726c6fbc277049c45aeee08b05238a6ae2346ddbfe220af9745d036154745a485a8059bf466829e3c5107726d0560fc9bf5b61b76d6c70a60fbc788c1b7339c6b3dcbe15562f3bd06d4569ddb742121d8c90f45c753f92172e
aead_aegis128l_dec                         0
aead_aegis256[244]                         abddc723b17e4342647d1f668f779d33b19037dee5a1b2db969cda0c640c7cc55fde2806df48a7b6067badd0631d9ae3e605abfa2ddafa61e33bf3174281662f7592bd84bdc37d7acd8c45bd2639dc0305962b9cb26ed37623e40b15f87d75a01f0b2a5948698cae68d7e64ee8914fec908e91b0ce14cbbe54460d3997e81d37a09ea30c5e5407d948401179909dc6efb12b6003ed4f6b1c89b2baded7ebe00cfadcf6d8cc05591c0c168d72c650ea454e595ea6b138e0be516d465a015a54120f78a539b4a601b84ba8f24e27a3e1d06943c1549e111934f76d99fe946432cf42f833c762fbae7448e7cde860d928959b9b2a0f4cd1868425e71dbf0b4a44242fb82620fcba4c23f62346e7c7bffe2734f1b25b
aead_aegis256_dec                          0
aead_ccp_ietf_det[244]                     3c7b62a29d0476366011b8cb029fa9e3bb0be262c598581cdf15d710bfbe8903a81b0b1971a0d5bbd17478c3aeff9d2be9500286b523141e6bbafd56d4485bbf2aad939b2115435df397b9a56cc0f21e86340dbcd249a9551ff315e63a22d01c75b4f4f59189f91fb8e9ebb7e223e697c3b770a3de00dec9d30bcc7cb41b94ac73d43e0f54289eabcca1642bb6a55eadcdb0d692f1b17bc92ca799e9b186640f28743bc17d444ac70cde544b155968cca40072c10d6de4aa763d85ce296d193428e4f70ebfe3dcf64022cc8a7b57f9fec587546652c25bfa8a6a6a6b2c85c22bfc0ad092bf07c7b18131fbfab3f46f71334b6c13
  mac                                      1b2b78ff27b57e45b7cff3b94012118c
aead_aegis128l_det[244]                    86fb654dc77abcb5cea705cb115c52308370157c3497334785833d7c3f9b8a5f7ddf5b1fdf9b19a445cd545ede2fe0d2a43c73b1b275f4256d62af459f97631f2ab6c65db9774808796c6b35121faba6d08c7f147d565eeb596d4cefb5356d1044158ec033719063644b5230955af6f2affa58b4243d50f2c9bd27e3104e68cfba42a51336236a2ecaad66f277c882ea1d725813d583ca520205a676af815209d994c9af10a23f031f2f6ec6152df212468d57e2fbafdf8e0c7d85726c6fbc277049c45aeee08b05238a6ae2346ddbfe220af9745d036154745a485a8059bf466829e3c5107726d0560fc9bf5b61b76d6c70a60f
  mac                                      bc788c1b7339c6b3dcbe15562f3bd06d4569ddb742121d8c90f45c753f92172e
aead_aegis256_det[244]                     abddc723b17e4342647d1f668f779d33b19037dee5a1b2db969cda0c640c7cc55fde2806df48a7b6067badd0631d9ae3e605abfa2ddafa61e33bf3174281662f7592bd84bdc37d7acd8c45bd2639dc0305962b9cb26ed37623e40b15f87d75a01f0b2a5948698cae68d7e64ee8914fec908e91b0ce14cbbe54460d3997e81d37a09ea30c5e5407d948401179909dc6efb12b6003ed4f6b1c89b2baded7ebe00cfadcf6d8cc05591c0c168d72c650ea454e595ea6b138e0be516d465a015a54120f78a539b4a601b84ba8f24e27a3e1d06943c1549e111934f76d99fe946432cf42f833c762fbae7448e7cde860d928959b9b2a0f
  mac                                      4cd1868425e71dbf0b4a44242fb82620fcba4c23f62346e7c7bffe2734f1b25b
aes256gcm_is_available                     0
aes256gcm_encrypt                          -1
aes256gcm_errno                            38
aes256gcm_abytes                           16
aes256gcm_keybytes                         32
aes256gcm_statebytes                       512
secretbox_easy[0]                          bca0bbf43d28fab36ae273c8b2076499
secretbox_open                             0
secretbox_det[0]                           
  mac                                      bca0bbf43d28fab36ae273c8b2076499
secretbox_xccp[0]                          10a42f033cb27db78fbaf062a92a957c
secretbox_easy[61]                         692ee49648ed6277edc3a23434cdb108f61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50
secretbox_open                             0
secretbox_det[61]                          f61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50
  mac                                      692ee49648ed6277edc3a23434cdb108
secretbox_xccp[61]                         54f5960322f5dbdcb67fd519767f924c1191b9bbb941030cb0a179496b79219e8cdfc84b0eacbc431edfe287a9e30e829824834d7e55572feca833e6c5c5ff234cc627015decbef7c1d240ef53
secretbox_easy[122]                        689bf832433cfe13bbbabd5a162b6dc1f61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50edfd1691c2771d6f47cb20af55cd5e249d9be3a6ce3505c201d5135384440dd4bce4b3cc33c2372d7ed43951672496dd41154385a644415200ab0f100d
secretbox_open                             0
secretbox_det[122]                         f61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50edfd1691c2771d6f47cb20af55cd5e249d9be3a6ce3505c201d5135384440dd4bce4b3cc33c2372d7ed43951672496dd41154385a644415200ab0f100d
  mac                                      689bf832433cfe13bbbabd5a162b6dc1
secretbox_xccp[122]                        d5d9007d7f9f416b6c673cd44e482df61191b9bbb941030cb0a179496b79219e8cdfc84b0eacbc431edfe287a9e30e829824834d7e55572feca833e6c5c5ff234cc627015decbef7c1d240ef53faccaef28db4d2401882a76da8a03a089f71e7a71534f23fd5dee3d3afd231a3fc16401951f2533e8aa036266a282fdfa6eb8ecc07636f256f0e662353
secretbox_easy[183]                        b16bcf4d624a47912a20c265cbf406d9f61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50edfd1691c2771d6f47cb20af55cd5e249d9be3a6ce3505c201d5135384440dd4bce4b3cc33c2372d7ed43951672496dd41154385a644415200ab0f100dd983161319c755aa5bdbc6c835210b089a4d6b0b4ebe67ee084eb010f53191d8e4e1762e47cd5e4b5ae5c2cad61550c8b371d54419d25b3d70286ad58e
secretbox_open                             0
secretbox_det[183]                         f61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50edfd1691c2771d6f47cb20af55cd5e249d9be3a6ce3505c201d5135384440dd4bce4b3cc33c2372d7ed43951672496dd41154385a644415200ab0f100dd983161319c755aa5bdbc6c835210b089a4d6b0b4ebe67ee084eb010f53191d8e4e1762e47cd5e4b5ae5c2cad61550c8b371d54419d25b3d70286ad58e
  mac                                      b16bcf4d624a47912a20c265cbf406d9
secretbox_xccp[183]                        4480c57a36f7d9344ee803fd1418ff0b1191b9bbb941030cb0a179496b79219e8cdfc84b0eacbc431edfe287a9e30e829824834d7e55572feca833e6c5c5ff234cc627015decbef7c1d240ef53faccaef28db4d2401882a76da8a03a089f71e7a71534f23fd5dee3d3afd231a3fc16401951f2533e8aa036266a282fdfa6eb8ecc07636f256f0e66235341137014e59acec959151de4c946a0fb386317529063b05c2abea8d435b265258a2960c1c381634db44bca454e2215910e20ee55a58b0a638738dc1da6
secretbox_easy[244]                        253ba6447dd4e1bfd0366d2b8bf0daa2f61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50edfd1691c2771d6f47cb20af55cd5e249d9be3a6ce3505c201d5135384440dd4bce4b3cc33c2372d7ed43951672496dd41154385a644415200ab0f100dd983161319c755aa5bdbc6c835210b089a4d6b0b4ebe67ee084eb010f53191d8e4e1762e47cd5e4b5ae5c2cad61550c8b371d54419d25b3d70286ad58eca1ea08427fc5335cb25077cddae1732b7d27df7ccb0d0367386e93e21bafce1984ba34106b5aef2264240a5976598a663d1a8ed7ee1ba1866f1db8e8a
secretbox_open                             0
secretbox_det[244]                         f61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50edfd1691c2771d6f47cb20af55cd5e249d9be3a6ce3505c201d5135384440dd4bce4b3cc33c2372d7ed43951672496dd41154385a644415200ab0f100dd983161319c755aa5bdbc6c835210b089a4d6b0b4ebe67ee084eb010f53191d8e4e1762e47cd5e4b5ae5c2cad61550c8b371d54419d25b3d70286ad58eca1ea08427fc5335cb25077cddae1732b7d27df7ccb0d0367386e93e21bafce1984ba34106b5aef2264240a5976598a663d1a8ed7ee1ba1866f1db8e8a
  mac                                      253ba6447dd4e1bfd0366d2b8bf0daa2
secretbox_xccp[244]                        259818fe40dff5354dfe429be6c6dfbf1191b9bbb941030cb0a179496b79219e8cdfc84b0eacbc431edfe287a9e30e829824834d7e55572feca833e6c5c5ff234cc627015decbef7c1d240ef53faccaef28db4d2401882a76da8a03a089f71e7a71534f23fd5dee3d3afd231a3fc16401951f2533e8aa036266a282fdfa6eb8ecc07636f256f0e66235341137014e59acec959151de4c946a0fb386317529063b05c2abea8d435b265258a2960c1c381634db44bca454e2215910e20ee55a58b0a638738dc1da649f880a20edd3ee77768c6f1302a5681f86f149ae1df4fedae824d1d9381c98f550b618b81b6b9706d888d2a85275a5190fb9da913c44673a7596d8587
secretbox_nacl                             00000000000000000000000000000000c5aae532790b506cb60d9e693a8152ebf61cf4e6af3fa746ddaf34ede8ea21f3acf51c8b93e0fc5093c135d179d87e9d86df1aae8a5e8275cfd870e33781d630428462a0061a563ff941d53a50edfd1691c2771d6f47cb20af55cd5e249d9be3a6ce3505c201d5135384440dd4bce4b3cc33c2372d7ed43951672496dd41154385a644415200ab0f100dd983161319c755aa5bdbc6c835210b089a4d6b0b4ebe67ee084eb010f53191d8e4e1762e47cd5e4b5ae5c2cad61550c8b371d54419d25b3d70286ad58eca1ea08427fc5335cb25077cddae1732b7d27df7ccb0d0367386e93e21bafce1984ba34106b5aef2264240a5976598a663d1a8ed7ee1ba1866f1db8e8afe74c4e571fdfa96302bee8e
secretbox_nacl_open                        0
secretbox_primitive                        xsalsa20poly1305
ss_header                                  77289e0ba26cf0da250d705b0595c3dbe1afb77940ab4f21
ss_push1                                   8782a16ebe8de2868577114b9d0a78950f367a3c4067718bd64804b7a2d97757f924e12c4f4cb61b1f73399fe4554c0e6fcfa3f105f5d24d3a07d6292e3ad7fc8f82d627be92eac5125e6c7ac25a5e08844df3e41ee9cbceb2e72e5c22f44e193a7476f08ae0a61caddf446cacdbef10134991630b
ss_push2                                   994807496947af85a0dd77bb9748fa01b3634c93e6f38be870a083b5f2079c3286f1767959717e7d1346b1be3309dce95fc18434bbf3fe56fad4a700a054fb59d6e968
ss_push3                                   b9550358a75ff86fc785b6af7157e5b2a80759d0c6229cc835f290
ss_pull                                    0
ss_pull_tag                                0
ss_pull_msg                                090e13181d22272c31363b40454a4f54595e63686d72777c81868b90959a9fa4a9aeb3b8bdc2c7ccd1d6dbe0e5eaeff4f9fe03080d12171c21262b30353a3f44494e53585d62676c71767b80858a8f94999ea3a8adb2b7bcc1c6cbd0d5dadfe4e9eef3f8
ss_tag_message                             0
ss_tag_push                                1
ss_tag_rekey                               2
ss_tag_final                               3
scalarmult_base                            0
scalarmult_base                            c8feca81be196cdf2cadeabf13c4903d7632dce4955aa68b6e5d9adef54e2616
scalarmult                                 0
scalarmult                                 2513511a6315c30d3b59bc57b6f069ff14c2d5a7a94fe554d4ae347454991036
scalarmult_c25519_base                     0
sm_c25519_base                             c8feca81be196cdf2cadeabf13c4903d7632dce4955aa68b6e5d9adef54e2616
sm_ed25519_base                            0
sm_ed25519_base                            22a51202e4e28893e58c12a34f1c42655b53395bd38fb98ddc462abdb78e80a8
sm_ed25519_base_nc                         0
sm_ed25519_base_nc                         1f6b3d98482f06f43e51b47c378196702cc7043b4ff107e2159c34102ef502a9
sm_ed25519                                 0
sm_ed25519                                 74d163557dfde83090dfaf7bb114c3acad60f765f99a65e5d80e12c6a3a16452
sm_ed25519_nc                              0
sm_ed25519_nc                              8ab7a3e8f194696989c16b0646978a989fd9538c2da2e62493c858fb0f60e4bf
sm_ristretto_base                          0
sm_ristretto_base                          e02ac04bfb42724d85d4fd24f5d9310eab339f2e8c6819c91c921b4031006a7f
sm_ristretto                               0
sm_ristretto                               4cab27b3d7e892355cc9fe406810149828232a29079afebfc0992e28041b4976
scalarmult_primitive                       curve25519
ed25519_is_valid                           1
ed25519_add                                0
ed25519_add                                284bc24e2fa880bc48a292dd13216d91d079514c1b025582f2b1c7dd5e4db041
ed25519_sub                                0
ed25519_sub                                8259ce65a16d8bd5c9227f294a8df510fb322c97f7118b0f96ef96b5e892ff94
ed25519_from_string                        0
ed25519_from_string                        7214fad8eb0db95cf88c2c096ac9676037d738e313476a05e62373df6ea0512d
ed25519_from_string_nu                     0
ed25519_from_string_nu                     6b17321970fb26f0045c441909521e9bd85490dd4a7c91eeb03381ee3442bfa2
ed25519_sc_from_string                     0
ed25519_sc_from_string                     b2f9c4cacc3e623ba9da5c8c08f8a65b6f7ef5d8346d5b8e9f8f25ab25440c05
ed25519_sc_reduce                          1f797d64ff455ea3792478900af4ef8132911d74462ee6917c8c18e8ad2d150b
ed25519_sc_add                             894c73b59bb2fb27c86e076cde33049f44596d8195a8bcd0e4f80c2135495d01
ed25519_sc_sub                             4aa81a787c5390737454e32f3bc82d509d97918b85807a746e68625c56504a04
ed25519_sc_mul                             6db936bc032c3e1e1fe7a7579343bf9c9bdeb7888cb4a1ebb42508123c5d050c
ed25519_sc_negate                          f58e62ff5347d69e7f53439bd74dceb98f878079726b645d564f48413a332c05
ed25519_sc_complement                      f68e62ff5347d69e7f53439bd74dceb98f878079726b645d564f48413a332c05
ed25519_sc_invert                          0
ed25519_sc_invert                          e30ca117d29b901933f6096d82de22344b7ae308e72ccfaf898941ac9eddba06
ed25519_sc_is_canonical                    1
ristretto_is_valid                         0
ristretto_from_hash                        0
ristretto_from_hash                        bc9e49c909f559ba6ef5c13a42d64af16b279f299793ad8c802b63823af66c62
ristretto_add                              0
ristretto_add                              d051a76dd24785a7d8dc618c87f8532c0732edb0ebf6dd5e48a81bb66646fb3b
ristretto_sub                              0
ristretto_sub                              0000000000000000000000000000000000000000000000000000000000000000
ristretto_sc_reduce                        1f797d64ff455ea3792478900af4ef8132911d74462ee6917c8c18e8ad2d150b
