
########## PHASE 2: ZSTD_CCtx_params object API ##########
createCCtxParams                                         nonnull=1
  estCStreamSize_usingCCtxParams                         OK 6022681
CCtxParams_init_advanced                                 OK 0
initAdv(L5).compressionLevel                             0
initAdv(L5).windowLog                                    17
initAdv(L5).hashLog                                      17
initAdv(L5).chainLog                                     16
initAdv(L5).searchLog                                    3
initAdv(L5).minMatch                                     4
initAdv(L5).targetLength                                 2
initAdv(L5).strategy                                     3
initAdv(L5).targetCBlockSize                             0
initAdv(L5).enableLongDistanceMatching                   2
initAdv(L5).ldmHashLog                                   0
initAdv(L5).ldmMinMatch                                  0
initAdv(L5).ldmBucketSizeLog                             0
initAdv(L5).ldmHashRateLog                               0
initAdv(L5).contentSizeFlag                              1
initAdv(L5).checksumFlag                                 0
initAdv(L5).dictIDFlag                                   1
initAdv(L5).nbWorkers                                    0
initAdv(L5).jobSize                                      ERR Unsupported parameter
initAdv(L5).overlapLog                                   ERR Unsupported parameter
initAdv(L5).rsyncable                                    ERR Unsupported parameter
initAdv(L5).format                                       0
initAdv(L5).forceMaxWindow                               0
initAdv(L5).forceAttachDict                              0
initAdv(L5).literalCompressionMode                       0
initAdv(L5).srcSizeHint                                  0
initAdv(L5).enableDedicatedDictSearch                    0
initAdv(L5).stableInBuffer                               0
initAdv(L5).stableOutBuffer                              0
initAdv(L5).blockDelimiters                              0
initAdv(L5).validateSequences                            0
initAdv(L5).blockSplitterLevel                           0
initAdv(L5).splitAfterSequences                          2
initAdv(L5).useRowMatchFinder                            1
initAdv(L5).deterministicRefPrefix                       0
initAdv(L5).prefetchCDictTables                          0
initAdv(L5).enableSeqProducerFallback                    0
initAdv(L5).maxBlockSize                                 131072
initAdv(L5).repcodeResolution                            2
initAdv(L5).searchForExternalRepcodes                    2
CCtxParams_reset                                         OK 0
reset(L5).compressionLevel                               3
reset(L5).windowLog                                      0
reset(L5).hashLog                                        0
reset(L5).chainLog                                       0
reset(L5).searchLog                                      0
reset(L5).minMatch                                       0
reset(L5).targetLength                                   0
reset(L5).strategy                                       0
reset(L5).targetCBlockSize                               0
reset(L5).enableLongDistanceMatching                     0
reset(L5).ldmHashLog                                     0
reset(L5).ldmMinMatch                                    0
reset(L5).ldmBucketSizeLog                               0
reset(L5).ldmHashRateLog                                 0
reset(L5).contentSizeFlag                                1
reset(L5).checksumFlag                                   0
reset(L5).dictIDFlag                                     1
reset(L5).nbWorkers                                      0
reset(L5).jobSize                                        ERR Unsupported parameter
reset(L5).overlapLog                                     ERR Unsupported parameter
reset(L5).rsyncable                                      ERR Unsupported parameter
reset(L5).format                                         0
reset(L5).forceMaxWindow                                 0
reset(L5).forceAttachDict                                0
reset(L5).literalCompressionMode                         0
reset(L5).srcSizeHint                                    0
reset(L5).enableDedicatedDictSearch                      0
reset(L5).stableInBuffer                                 0
reset(L5).stableOutBuffer                                0
reset(L5).blockDelimiters                                0
reset(L5).validateSequences                              0
reset(L5).blockSplitterLevel                             0
reset(L5).splitAfterSequences                            0
reset(L5).useRowMatchFinder                              0
reset(L5).deterministicRefPrefix                         0
reset(L5).prefetchCDictTables                            0
reset(L5).enableSeqProducerFallback                      0
reset(L5).maxBlockSize                                   0
reset(L5).repcodeResolution                              0
reset(L5).searchForExternalRepcodes                      0
CCtxParams_registerSequenceProducer(NULL,NULL)           done
  estCCtxSize after registerSeqProd                      OK 1303576
setParametersUsingCCtxParams                             OK 0
usingCCtxParams c2(L5)                                   OK     16354 fnv=d1edb1663915d27d
  roundtrip                                              match
  compressStream2(start session)                         OK 0
  setParametersUsingCCtxParams mid                       ERR(60) Operation not authorized at current processing stage
setParametersUsingCCtxParams(NULLparams)                 ERR(60) Operation not authorized at current processing stage
freeCCtxParams                                           OK 0
CCtxParams_init                                          OK 0
init(L12).compressionLevel                               12
init(L12).windowLog                                      0
init(L12).hashLog                                        0
init(L12).chainLog                                       0
init(L12).searchLog                                      0
init(L12).minMatch                                       0
init(L12).targetLength                                   0
init(L12).strategy                                       0
init(L12).targetCBlockSize                               0
init(L12).enableLongDistanceMatching                     0
init(L12).ldmHashLog                                     0
init(L12).ldmMinMatch                                    0
init(L12).ldmBucketSizeLog                               0
init(L12).ldmHashRateLog                                 0
init(L12).contentSizeFlag                                1
init(L12).checksumFlag                                   0
init(L12).dictIDFlag                                     1
init(L12).nbWorkers                                      0
init(L12).jobSize                                        ERR Unsupported parameter
init(L12).overlapLog                                     ERR Unsupported parameter
init(L12).rsyncable                                      ERR Unsupported parameter
init(L12).format                                         0
init(L12).forceMaxWindow                                 0
init(L12).forceAttachDict                                0
init(L12).literalCompressionMode                         0
init(L12).srcSizeHint                                    0
init(L12).enableDedicatedDictSearch                      0
init(L12).stableInBuffer                                 0
init(L12).stableOutBuffer                                0
init(L12).blockDelimiters                                0
init(L12).validateSequences                              0
init(L12).blockSplitterLevel                             0
init(L12).splitAfterSequences                            0
init(L12).useRowMatchFinder                              0
init(L12).deterministicRefPrefix                         0
init(L12).prefetchCDictTables                            0
init(L12).enableSeqProducerFallback                      0
init(L12).maxBlockSize                                   0
init(L12).repcodeResolution                              0
init(L12).searchForExternalRepcodes                      0
  estCCtxSize_usingCCtxParams                            OK 42460184
  estCStreamSize_usingCCtxParams                         OK 55305753
CCtxParams_init_advanced                                 OK 0
initAdv(L12).compressionLevel                            0
initAdv(L12).windowLog                                   17
initAdv(L12).hashLog                                     17
initAdv(L12).chainLog                                    18
initAdv(L12).searchLog                                   7
initAdv(L12).minMatch                                    4
initAdv(L12).targetLength                                12
initAdv(L12).strategy                                    6
initAdv(L12).targetCBlockSize                            0
initAdv(L12).enableLongDistanceMatching                  2
initAdv(L12).ldmHashLog                                  0
initAdv(L12).ldmMinMatch                                 0
initAdv(L12).ldmBucketSizeLog                            0
initAdv(L12).ldmHashRateLog                              0
initAdv(L12).contentSizeFlag                             1
initAdv(L12).checksumFlag                                0
initAdv(L12).dictIDFlag                                  1
initAdv(L12).nbWorkers                                   0
initAdv(L12).jobSize                                     ERR Unsupported parameter
initAdv(L12).overlapLog                                  ERR Unsupported parameter
initAdv(L12).rsyncable                                   ERR Unsupported parameter
initAdv(L12).format                                      0
initAdv(L12).forceMaxWindow                              0
initAdv(L12).forceAttachDict                             0
initAdv(L12).literalCompressionMode                      0
initAdv(L12).srcSizeHint                                 0
initAdv(L12).enableDedicatedDictSearch                   0
initAdv(L12).stableInBuffer                              0
initAdv(L12).stableOutBuffer                             0
initAdv(L12).blockDelimiters                             0
initAdv(L12).validateSequences                           0
initAdv(L12).blockSplitterLevel                          0
initAdv(L12).splitAfterSequences                         2
initAdv(L12).useRowMatchFinder                           2
initAdv(L12).deterministicRefPrefix                      0
initAdv(L12).prefetchCDictTables                         0
initAdv(L12).enableSeqProducerFallback                   0
initAdv(L12).maxBlockSize                                131072
initAdv(L12).repcodeResolution                           2
initAdv(L12).searchForExternalRepcodes                   2
CCtxParams_reset                                         OK 0
reset(L12).compressionLevel                              3
reset(L12).windowLog                                     0
reset(L12).hashLog                                       0
reset(L12).chainLog                                      0
reset(L12).searchLog                                     0
reset(L12).minMatch                                      0
reset(L12).targetLength                                  0
reset(L12).strategy                                      0
reset(L12).targetCBlockSize                              0
reset(L12).enableLongDistanceMatching                    0
reset(L12).ldmHashLog                                    0
reset(L12).ldmMinMatch                                   0
reset(L12).ldmBucketSizeLog                              0
reset(L12).ldmHashRateLog                                0
reset(L12).contentSizeFlag                               1
reset(L12).checksumFlag                                  0
reset(L12).dictIDFlag                                    1
reset(L12).nbWorkers                                     0
reset(L12).jobSize                                       ERR Unsupported parameter
reset(L12).overlapLog                                    ERR Unsupported parameter
reset(L12).rsyncable                                     ERR Unsupported parameter
reset(L12).format                                        0
reset(L12).forceMaxWindow                                0
reset(L12).forceAttachDict                               0
reset(L12).literalCompressionMode                        0
reset(L12).srcSizeHint                                   0
reset(L12).enableDedicatedDictSearch                     0
reset(L12).stableInBuffer                                0
reset(L12).stableOutBuffer                               0
reset(L12).blockDelimiters                               0
reset(L12).validateSequences                             0
reset(L12).blockSplitterLevel                            0
reset(L12).splitAfterSequences                           0
reset(L12).useRowMatchFinder                             0
reset(L12).deterministicRefPrefix                        0
reset(L12).prefetchCDictTables                           0
reset(L12).enableSeqProducerFallback                     0
reset(L12).maxBlockSize                                  0
reset(L12).repcodeResolution                             0
reset(L12).searchForExternalRepcodes                     0
CCtxParams_registerSequenceProducer(NULL,NULL)           done
  estCCtxSize after registerSeqProd                      OK 1303576
setParametersUsingCCtxParams                             OK 0
usingCCtxParams c2(L12)                                  OK     12528 fnv=7d3fbeece1bc7b03
  roundtrip                                              match
  compressStream2(start session)                         OK 0
  setParametersUsingCCtxParams mid                       ERR(60) Operation not authorized at current processing stage
setParametersUsingCCtxParams(NULLparams)                 ERR(60) Operation not authorized at current processing stage
freeCCtxParams                                           OK 0
CCtxParams_init                                          OK 0
init(L19).compressionLevel                               19
init(L19).windowLog                                      0
init(L19).hashLog                                        0
init(L19).chainLog                                       0
init(L19).searchLog                                      0
init(L19).minMatch                                       0
init(L19).targetLength                                   0
init(L19).strategy                                       0
init(L19).targetCBlockSize                               0
init(L19).enableLongDistanceMatching                     0
init(L19).ldmHashLog                                     0
init(L19).ldmMinMatch                                    0
init(L19).ldmBucketSizeLog                               0
init(L19).ldmHashRateLog                                 0
init(L19).contentSizeFlag                                1
init(L19).checksumFlag                                   0
init(L19).dictIDFlag                                     1
init(L19).nbWorkers                                      0
init(L19).jobSize                                        ERR Unsupported parameter
init(L19).overlapLog                                     ERR Unsupported parameter
init(L19).rsyncable                                      ERR Unsupported parameter
init(L19).format                                         0
init(L19).forceMaxWindow                                 0
init(L19).forceAttachDict                                0
init(L19).literalCompressionMode                         0
init(L19).srcSizeHint                                    0
init(L19).enableDedicatedDictSearch                      0
init(L19).stableInBuffer                                 0
init(L19).stableOutBuffer                                0
init(L19).blockDelimiters                                0
init(L19).validateSequences                              0
init(L19).blockSplitterLevel                             0
init(L19).splitAfterSequences                            0
init(L19).useRowMatchFinder                              0
init(L19).deterministicRefPrefix                         0
init(L19).prefetchCDictTables                            0
init(L19).enableSeqProducerFallback                      0
init(L19).maxBlockSize                                   0
init(L19).repcodeResolution                              0
init(L19).searchForExternalRepcodes                      0
  estCCtxSize_usingCCtxParams                            OK 85196950
  estCStreamSize_usingCCtxParams                         OK 93848215
CCtxParams_init_advanced                                 OK 0
initAdv(L19).compressionLevel                            0
initAdv(L19).windowLog                                   17
initAdv(L19).hashLog                                     17
initAdv(L19).chainLog                                    18
initAdv(L19).searchLog                                   5
initAdv(L19).minMatch                                    3
initAdv(L19).targetLength                                256
initAdv(L19).strategy                                    9
initAdv(L19).targetCBlockSize                            0
initAdv(L19).enableLongDistanceMatching                  2
initAdv(L19).ldmHashLog                                  0
initAdv(L19).ldmMinMatch                                 0
initAdv(L19).ldmBucketSizeLog                            0
initAdv(L19).ldmHashRateLog                              0
initAdv(L19).contentSizeFlag                             1
initAdv(L19).checksumFlag                                0
initAdv(L19).dictIDFlag                                  1
initAdv(L19).nbWorkers                                   0
initAdv(L19).jobSize                                     ERR Unsupported parameter
initAdv(L19).overlapLog                                  ERR Unsupported parameter
initAdv(L19).rsyncable                                   ERR Unsupported parameter
initAdv(L19).format                                      0
initAdv(L19).forceMaxWindow                              0
initAdv(L19).forceAttachDict                             0
initAdv(L19).literalCompressionMode                      0
initAdv(L19).srcSizeHint                                 0
initAdv(L19).enableDedicatedDictSearch                   0
initAdv(L19).stableInBuffer                              0
initAdv(L19).stableOutBuffer                             0
initAdv(L19).blockDelimiters                             0
initAdv(L19).validateSequences                           0
initAdv(L19).blockSplitterLevel                          0
initAdv(L19).splitAfterSequences                         1
initAdv(L19).useRowMatchFinder                           2
initAdv(L19).deterministicRefPrefix                      0
initAdv(L19).prefetchCDictTables                         0
initAdv(L19).enableSeqProducerFallback                   0
initAdv(L19).maxBlockSize                                131072
initAdv(L19).repcodeResolution                           2
initAdv(L19).searchForExternalRepcodes                   2
CCtxParams_reset                                         OK 0
reset(L19).compressionLevel                              3
reset(L19).windowLog                                     0
reset(L19).hashLog                                       0
reset(L19).chainLog                                      0
reset(L19).searchLog                                     0
reset(L19).minMatch                                      0
reset(L19).targetLength                                  0
reset(L19).strategy                                      0
reset(L19).targetCBlockSize                              0
reset(L19).enableLongDistanceMatching                    0
reset(L19).ldmHashLog                                    0
reset(L19).ldmMinMatch                                   0
reset(L19).ldmBucketSizeLog                              0
reset(L19).ldmHashRateLog                                0
reset(L19).contentSizeFlag                               1
reset(L19).checksumFlag                                  0
reset(L19).dictIDFlag                                    1
reset(L19).nbWorkers                                     0
reset(L19).jobSize                                       ERR Unsupported parameter
reset(L19).overlapLog                                    ERR Unsupported parameter
reset(L19).rsyncable                                     ERR Unsupported parameter
reset(L19).format                                        0
reset(L19).forceMaxWindow                                0
reset(L19).forceAttachDict                               0
reset(L19).literalCompressionMode                        0
reset(L19).srcSizeHint                                   0
reset(L19).enableDedicatedDictSearch                     0
reset(L19).stableInBuffer                                0
reset(L19).stableOutBuffer                               0
reset(L19).blockDelimiters                               0
reset(L19).validateSequences                             0
reset(L19).blockSplitterLevel                            0
reset(L19).splitAfterSequences                           0
reset(L19).useRowMatchFinder                             0
reset(L19).deterministicRefPrefix                        0
reset(L19).prefetchCDictTables                           0
reset(L19).enableSeqProducerFallback                     0
reset(L19).maxBlockSize                                  0
reset(L19).repcodeResolution                             0
reset(L19).searchForExternalRepcodes                     0
CCtxParams_registerSequenceProducer(NULL,NULL)           done
  estCCtxSize after registerSeqProd                      OK 1303576
setParametersUsingCCtxParams                             OK 0
usingCCtxParams c2(L19)                                  OK     11309 fnv=b8b370885ffa21fb
  roundtrip                                              match
  compressStream2(start session)                         OK 0
  setParametersUsingCCtxParams mid                       ERR(60) Operation not authorized at current processing stage
setParametersUsingCCtxParams(NULLparams)                 ERR(60) Operation not authorized at current processing stage
freeCCtxParams                                           OK 0
CCtxParams_init                                          OK 0
init(L22).compressionLevel                               22
init(L22).windowLog                                      0
init(L22).hashLog                                        0
init(L22).chainLog                                       0
init(L22).searchLog                                      0
init(L22).minMatch                                       0
init(L22).targetLength                                   0
init(L22).strategy                                       0
init(L22).targetCBlockSize                               0
init(L22).enableLongDistanceMatching                     0
init(L22).ldmHashLog                                     0
init(L22).ldmMinMatch                                    0
init(L22).ldmBucketSizeLog                               0
init(L22).ldmHashRateLog                                 0
init(L22).contentSizeFlag                                1
init(L22).checksumFlag                                   0
init(L22).dictIDFlag                                     1
init(L22).nbWorkers                                      0
init(L22).jobSize                                        ERR Unsupported parameter
init(L22).overlapLog                                     ERR Unsupported parameter
init(L22).rsyncable                                      ERR Unsupported parameter
init(L22).format                                         0
init(L22).forceMaxWindow                                 0
init(L22).forceAttachDict                                0
init(L22).literalCompressionMode                         0
init(L22).srcSizeHint                                    0
init(L22).enableDedicatedDictSearch                      0
init(L22).stableInBuffer                                 0
init(L22).stableOutBuffer                                0
init(L22).blockDelimiters                                0
init(L22).validateSequences                              0
init(L22).blockSplitterLevel                             0
init(L22).splitAfterSequences                            0
init(L22).useRowMatchFinder                              0
init(L22).deterministicRefPrefix                         0
init(L22).prefetchCDictTables                            0
init(L22).enableSeqProducerFallback                      0
init(L22).maxBlockSize                                   0
init(L22).repcodeResolution                              0
init(L22).searchForExternalRepcodes                      0
  estCCtxSize_usingCCtxParams                            OK 672399510
  estCStreamSize_usingCCtxParams                         OK 806879895
CCtxParams_init_advanced                                 OK 0
initAdv(L22).compressionLevel                            0
initAdv(L22).windowLog                                   17
initAdv(L22).hashLog                                     17
initAdv(L22).chainLog                                    18
initAdv(L22).searchLog                                   11
initAdv(L22).minMatch                                    3
initAdv(L22).targetLength                                999
initAdv(L22).strategy                                    9
initAdv(L22).targetCBlockSize                            0
initAdv(L22).enableLongDistanceMatching                  2
initAdv(L22).ldmHashLog                                  0
initAdv(L22).ldmMinMatch                                 0
initAdv(L22).ldmBucketSizeLog                            0
initAdv(L22).ldmHashRateLog                              0
initAdv(L22).contentSizeFlag                             1
initAdv(L22).checksumFlag                                0
initAdv(L22).dictIDFlag                                  1
initAdv(L22).nbWorkers                                   0
initAdv(L22).jobSize                                     ERR Unsupported parameter
initAdv(L22).overlapLog                                  ERR Unsupported parameter
initAdv(L22).rsyncable                                   ERR Unsupported parameter
initAdv(L22).format                                      0
initAdv(L22).forceMaxWindow                              0
initAdv(L22).forceAttachDict                             0
initAdv(L22).literalCompressionMode                      0
initAdv(L22).srcSizeHint                                 0
initAdv(L22).enableDedicatedDictSearch                   0
initAdv(L22).stableInBuffer                              0
initAdv(L22).stableOutBuffer                             0
initAdv(L22).blockDelimiters                             0
initAdv(L22).validateSequences                           0
initAdv(L22).blockSplitterLevel                          0
initAdv(L22).splitAfterSequences                         1
initAdv(L22).useRowMatchFinder                           2
initAdv(L22).deterministicRefPrefix                      0
initAdv(L22).prefetchCDictTables                         0
initAdv(L22).enableSeqProducerFallback                   0
initAdv(L22).maxBlockSize                                131072
initAdv(L22).repcodeResolution                           2
initAdv(L22).searchForExternalRepcodes                   2
CCtxParams_reset                                         OK 0
reset(L22).compressionLevel                              3
reset(L22).windowLog                                     0
reset(L22).hashLog                                       0
reset(L22).chainLog                                      0
reset(L22).searchLog                                     0
reset(L22).minMatch                                      0
reset(L22).targetLength                                  0
reset(L22).strategy                                      0
reset(L22).targetCBlockSize                              0
reset(L22).enableLongDistanceMatching                    0
reset(L22).ldmHashLog                                    0
reset(L22).ldmMinMatch                                   0
reset(L22).ldmBucketSizeLog                              0
reset(L22).ldmHashRateLog                                0
reset(L22).contentSizeFlag                               1
reset(L22).checksumFlag                                  0
reset(L22).dictIDFlag                                    1
reset(L22).nbWorkers                                     0
reset(L22).jobSize                                       ERR Unsupported parameter
reset(L22).overlapLog                                    ERR Unsupported parameter
reset(L22).rsyncable                                     ERR Unsupported parameter
reset(L22).format                                        0
reset(L22).forceMaxWindow                                0
reset(L22).forceAttachDict                               0
reset(L22).literalCompressionMode                        0
reset(L22).srcSizeHint                                   0
reset(L22).enableDedicatedDictSearch                     0
reset(L22).stableInBuffer                                0
reset(L22).stableOutBuffer                               0
reset(L22).blockDelimiters                               0
reset(L22).validateSequences                             0
reset(L22).blockSplitterLevel                            0
reset(L22).splitAfterSequences                           0
reset(L22).useRowMatchFinder                             0
reset(L22).deterministicRefPrefix                        0
reset(L22).prefetchCDictTables                           0
reset(L22).enableSeqProducerFallback                     0
reset(L22).maxBlockSize                                  0
reset(L22).repcodeResolution                             0
reset(L22).searchForExternalRepcodes                     0
CCtxParams_registerSequenceProducer(NULL,NULL)           done
  estCCtxSize after registerSeqProd                      OK 1303576
setParametersUsingCCtxParams                             OK 0
usingCCtxParams c2(L22)                                  OK     11428 fnv=beb4b686e60b5920
  roundtrip                                              match
  compressStream2(start session)                         OK 0
  setParametersUsingCCtxParams mid                       ERR(60) Operation not authorized at current processing stage
setParametersUsingCCtxParams(NULLparams)                 ERR(60) Operation not authorized at current processing stage
freeCCtxParams                                           OK 0
CCtxParams_init                                          OK 0
init(L23).compressionLevel                               23
init(L23).windowLog                                      0
init(L23).hashLog                                        0
init(L23).chainLog                                       0
init(L23).searchLog                                      0
init(L23).minMatch                                       0
init(L23).targetLength                                   0
init(L23).strategy                                       0
init(L23).targetCBlockSize                               0
init(L23).enableLongDistanceMatching                     0
init(L23).ldmHashLog                                     0
init(L23).ldmMinMatch                                    0
init(L23).ldmBucketSizeLog                               0
init(L23).ldmHashRateLog                                 0
init(L23).contentSizeFlag                                1
init(L23).checksumFlag                                   0
init(L23).dictIDFlag                                     1
init(L23).nbWorkers                                      0
init(L23).jobSize                                        ERR Unsupported parameter
init(L23).overlapLog                                     ERR Unsupported parameter
init(L23).rsyncable                                      ERR Unsupported parameter
init(L23).format                                         0
init(L23).forceMaxWindow                                 0
init(L23).forceAttachDict                                0
init(L23).literalCompressionMode                         0
init(L23).srcSizeHint                                    0
init(L23).enableDedicatedDictSearch                      0
init(L23).stableInBuffer                                 0
init(L23).stableOutBuffer                                0
init(L23).blockDelimiters                                0
init(L23).validateSequences                              0
init(L23).blockSplitterLevel                             0
init(L23).splitAfterSequences                            0
init(L23).useRowMatchFinder                              0
init(L23).deterministicRefPrefix                         0
init(L23).prefetchCDictTables                            0
init(L23).enableSeqProducerFallback                      0
init(L23).maxBlockSize                                   0
init(L23).repcodeResolution                              0
init(L23).searchForExternalRepcodes                      0
  estCCtxSize_usingCCtxParams                            OK 672399510
  estCStreamSize_usingCCtxParams                         OK 806879895
CCtxParams_init_advanced                                 OK 0
initAdv(L23).compressionLevel                            0
initAdv(L23).windowLog                                   17
initAdv(L23).hashLog                                     17
initAdv(L23).chainLog                                    18
initAdv(L23).searchLog                                   11
initAdv(L23).minMatch                                    3
initAdv(L23).targetLength                                999
initAdv(L23).strategy                                    9
initAdv(L23).targetCBlockSize                            0
initAdv(L23).enableLongDistanceMatching                  2
initAdv(L23).ldmHashLog                                  0
initAdv(L23).ldmMinMatch                                 0
initAdv(L23).ldmBucketSizeLog                            0
initAdv(L23).ldmHashRateLog                              0
initAdv(L23).contentSizeFlag                             1
initAdv(L23).checksumFlag                                0
initAdv(L23).dictIDFlag                                  1
initAdv(L23).nbWorkers                                   0
initAdv(L23).jobSize                                     ERR Unsupported parameter
initAdv(L23).overlapLog                                  ERR Unsupported parameter
initAdv(L23).rsyncable                                   ERR Unsupported parameter
initAdv(L23).format                                      0
initAdv(L23).forceMaxWindow                              0
initAdv(L23).forceAttachDict                             0
initAdv(L23).literalCompressionMode                      0
initAdv(L23).srcSizeHint                                 0
initAdv(L23).enableDedicatedDictSearch                   0
initAdv(L23).stableInBuffer                              0
initAdv(L23).stableOutBuffer                             0
initAdv(L23).blockDelimiters                             0
initAdv(L23).validateSequences                           0
initAdv(L23).blockSplitterLevel                          0
initAdv(L23).splitAfterSequences                         1
initAdv(L23).useRowMatchFinder                           2
initAdv(L23).deterministicRefPrefix                      0
initAdv(L23).prefetchCDictTables                         0
initAdv(L23).enableSeqProducerFallback                   0
initAdv(L23).maxBlockSize                                131072
initAdv(L23).repcodeResolution                           2
initAdv(L23).searchForExternalRepcodes                   2
CCtxParams_reset                                         OK 0
reset(L23).compressionLevel                              3
reset(L23).windowLog                                     0
reset(L23).hashLog                                       0
reset(L23).chainLog                                      0
reset(L23).searchLog                                     0
reset(L23).minMatch                                      0
reset(L23).targetLength                                  0
reset(L23).strategy                                      0
reset(L23).targetCBlockSize                              0
reset(L23).enableLongDistanceMatching                    0
reset(L23).ldmHashLog                                    0
reset(L23).ldmMinMatch                                   0
reset(L23).ldmBucketSizeLog                              0
reset(L23).ldmHashRateLog                                0
reset(L23).contentSizeFlag                               1
reset(L23).checksumFlag                                  0
reset(L23).dictIDFlag                                    1
reset(L23).nbWorkers                                     0
reset(L23).jobSize                                       ERR Unsupported parameter
reset(L23).overlapLog                                    ERR Unsupported parameter
reset(L23).rsyncable                                     ERR Unsupported parameter
reset(L23).format                                        0
reset(L23).forceMaxWindow                                0
reset(L23).forceAttachDict                               0
reset(L23).literalCompressionMode                        0
reset(L23).srcSizeHint                                   0
reset(L23).enableDedicatedDictSearch                     0
reset(L23).stableInBuffer                                0
reset(L23).stableOutBuffer                               0
reset(L23).blockDelimiters                               0
reset(L23).validateSequences                             0
reset(L23).blockSplitterLevel                            0
reset(L23).splitAfterSequences                           0
reset(L23).useRowMatchFinder                             0
reset(L23).deterministicRefPrefix                        0
reset(L23).prefetchCDictTables                           0
reset(L23).enableSeqProducerFallback                     0
reset(L23).maxBlockSize                                  0
reset(L23).repcodeResolution                             0
reset(L23).searchForExternalRepcodes                     0
CCtxParams_registerSequenceProducer(NULL,NULL)           done
  estCCtxSize after registerSeqProd                      OK 1303576
setParametersUsingCCtxParams                             OK 0
usingCCtxParams c2(L23)                                  OK     11309 fnv=b8b370885ffa21fb
  roundtrip                                              match
  compressStream2(start session)                         OK 0
  setParametersUsingCCtxParams mid                       ERR(60) Operation not authorized at current processing stage
setParametersUsingCCtxParams(NULLparams)                 ERR(60) Operation not authorized at current processing stage
freeCCtxParams                                           OK 0
CCtxParams_init                                          OK 0
init(L-100).compressionLevel                             -100
init(L-100).windowLog                                    0
init(L-100).hashLog                                      0
init(L-100).chainLog                                     0
init(L-100).searchLog                                    0
init(L-100).minMatch                                     0
init(L-100).targetLength                                 0
init(L-100).strategy                                     0
init(L-100).targetCBlockSize                             0
init(L-100).enableLongDistanceMatching                   0
init(L-100).ldmHashLog                                   0
init(L-100).ldmMinMatch                                  0
init(L-100).ldmBucketSizeLog                             0
init(L-100).ldmHashRateLog                               0
init(L-100).contentSizeFlag                              1
init(L-100).checksumFlag                                 0
init(L-100).dictIDFlag                                   1
init(L-100).nbWorkers                                    0
init(L-100).jobSize                                      ERR Unsupported parameter
init(L-100).overlapLog                                   ERR Unsupported parameter
init(L-100).rsyncable                                    ERR Unsupported parameter
init(L-100).format                                       0
init(L-100).forceMaxWindow                               0
init(L-100).forceAttachDict                              0
init(L-100).literalCompressionMode                       0
init(L-100).srcSizeHint                                  0
init(L-100).enableDedicatedDictSearch                    0
init(L-100).stableInBuffer                               0
init(L-100).stableOutBuffer                              0
init(L-100).blockDelimiters                              0
init(L-100).validateSequences                            0
init(L-100).blockSplitterLevel                           0
init(L-100).splitAfterSequences                          0
init(L-100).useRowMatchFinder                            0
init(L-100).deterministicRefPrefix                       0
init(L-100).prefetchCDictTables                          0
init(L-100).enableSeqProducerFallback                    0
init(L-100).maxBlockSize                                 0
init(L-100).repcodeResolution                            0
init(L-100).searchForExternalRepcodes                    0
  estCCtxSize_usingCCtxParams                            OK 549912
  estCStreamSize_usingCCtxParams                         OK 1336857
CCtxParams_init_advanced                                 OK 0
initAdv(L-100).compressionLevel                          0
initAdv(L-100).windowLog                                 17
initAdv(L-100).hashLog                                   12
initAdv(L-100).chainLog                                  12
initAdv(L-100).searchLog                                 1
initAdv(L-100).minMatch                                  5
initAdv(L-100).targetLength                              100
initAdv(L-100).strategy                                  1
initAdv(L-100).targetCBlockSize                          0
initAdv(L-100).enableLongDistanceMatching                2
initAdv(L-100).ldmHashLog                                0
initAdv(L-100).ldmMinMatch                               0
initAdv(L-100).ldmBucketSizeLog                          0
initAdv(L-100).ldmHashRateLog                            0
initAdv(L-100).contentSizeFlag                           1
initAdv(L-100).checksumFlag                              0
initAdv(L-100).dictIDFlag                                1
initAdv(L-100).nbWorkers                                 0
initAdv(L-100).jobSize                                   ERR Unsupported parameter
initAdv(L-100).overlapLog                                ERR Unsupported parameter
initAdv(L-100).rsyncable                                 ERR Unsupported parameter
initAdv(L-100).format                                    0
initAdv(L-100).forceMaxWindow                            0
initAdv(L-100).forceAttachDict                           0
initAdv(L-100).literalCompressionMode                    0
initAdv(L-100).srcSizeHint                               0
initAdv(L-100).enableDedicatedDictSearch                 0
initAdv(L-100).stableInBuffer                            0
initAdv(L-100).stableOutBuffer                           0
initAdv(L-100).blockDelimiters                           0
initAdv(L-100).validateSequences                         0
initAdv(L-100).blockSplitterLevel                        0
initAdv(L-100).splitAfterSequences                       2
initAdv(L-100).useRowMatchFinder                         2
initAdv(L-100).deterministicRefPrefix                    0
initAdv(L-100).prefetchCDictTables                       0
initAdv(L-100).enableSeqProducerFallback                 0
initAdv(L-100).maxBlockSize                              131072
initAdv(L-100).repcodeResolution                         2
initAdv(L-100).searchForExternalRepcodes                 2
CCtxParams_reset                                         OK 0
reset(L-100).compressionLevel                            3
reset(L-100).windowLog                                   0
reset(L-100).hashLog                                     0
reset(L-100).chainLog                                    0
reset(L-100).searchLog                                   0
reset(L-100).minMatch                                    0
reset(L-100).targetLength                                0
reset(L-100).strategy                                    0
reset(L-100).targetCBlockSize                            0
reset(L-100).enableLongDistanceMatching                  0
reset(L-100).ldmHashLog                                  0
